ID,Title,Poster,Description,Year,Age,Rotten Tomatoes,Netflix,Hulu,Prime Video,Disney+,Type,Audio Description,English Subtitles,Spanish Subtitles
231,Silk Road,https://cover-addict.com/wp-content/uploads/2021/02/1904/silk-avenue.jpg,"Young, idealistic and driven to succeed, Ross Ulbricht creates Silk Road, the internet's first unregulated marketplace. When the site becomes a multimillion dollar pipeline for illicit drugs, Ulbricht draws the attention of Rick Bowden, a dangerously unpredictable DEA agent who uses any means necessary to take him down.",2021,18+,65/100,0,1,0,0,0,0,1,0
232,Sisters on Track,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABYKmDAcvO3XQPo2MK3RMYsJBiPmAq6bMor3OIbX_yRlR9kbLZj4o3P8yFvZT8X6IgHbmBxwa5WuDo013GpgBzBqWQ_2DocZKKUxKZK4UvNXcic1SdChdIKsAnr-DbA.jpg?r=18b,Three track star sisters face obstacles in life and in competition as they pursue Junior Olympic dreams in this extraordinary coming of age journey.,2021,7+,48/100,1,0,0,0,0,1,1,1
233,Skater Girl,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABeuK59ukZXcOnu4Fx5rnP73jPsyO3s42AN8gx9gDZqGahkCO5Qp-1p_WNlNXiqpRUolzy6w0_cIjm0k8jVs5ck-uNMXZRSaTOu7fF9opzpCblT8tPk9dlqP7UmZLEg.jpg?r=f0a,"When a teen in rural India discovers a life-changing passion for skateboarding, she faces a rough road as she follows her dream to compete.",2021,7+,61/100,1,0,0,0,0,1,1,1
234,Some Kind of Heaven,https://m.media-amazon.com/images/M/MV5BMjNkZjgyMmEtMzBjMi00ZmM3LWFlMTYtODQ3NzNhZjAzZWU5XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_FMjpg_UX1000_.jpg,"Filmmaker Lance Oppenheim cracks the manicured facade of The Villages -- a massive, self-contained retirement community located in Central Florida. Behind the gates of this utopia lie a small group of Villages residents and one interloper who are unable to find happiness within the community's pre-packaged paradise.",2021,13+,68/100,0,1,0,0,0,0,1,0
235,Son of the South,https://m.media-amazon.com/images/M/MV5BMzk3MGQ1MGYtOTRlOC00MjJiLTljOTUtNGM1ZTE1Y2VmYmI2XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg,"A grandson of a Klansman comes of age in the deep south and eventually joins the Civil Rights Movement. Based on Bob Zellner's autobiography ""The Wrong Side of Murder Creek.""",2021,13+,54/100,0,0,1,0,0,0,1,0
236,Soy Rada: Serendipia,https://occ-0-784-778.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQsq8-s0DhXh8PdaX43H00cjEfdxQBe3KhAIK26Rdm9P-TQIM1jcSesXoYadwT0yAFrV2_0g2GRzQNo6IpdwNd-D3pQ7ek3Gf2mz2uyOs4wN1X7PGKkLgYIG7KhkyA.jpg?r=a09,"The delightful Argentine comic Agustín Aristarán (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",2021,12+,44/100,1,0,0,0,0,0,1,1
237,Space Sweepers,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQBvb87euynCipmmQYA3cMctjfgK8Km9gPyzmvPj-u72vqngQLRMJZfQDZcsAJ8AAUtifvjUWY8QekY26uWJxe4hU3cnCLpUb_UHXWk7OPOIA0Cq9GDufDem_WhvDg.jpg?r=1de,"Chasing after space debris and faraway dreams in year 2092, four misfits unearth explosive secrets during the attempted trade of a wide-eyed humanoid.",2021,16+,65/100,1,0,0,0,0,0,1,1
238,Squared Love,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZWIvZCLZRO0DtIAS4380aTENfyAXW68g5dkDlXLEpldaNT8kUX5LagJ6cbBZ60yo0uZ7hSEqu3olKDAM274B68ZZxTlFdgYDyjFi4jKwCiyhFkGS4L9wYgfS0CuMw.jpg?r=0ab,A celebrity journalist and renowned womanizer starts to rethink his life choices after he falls for a mysterious model who leads a double life.,2021,13+,51/100,1,0,0,0,0,0,1,1
239,"Stallone: Frank, That Is",https://m.media-amazon.com/images/M/MV5BYWMwOWMwMTktMWRlYi00NzEzLTg2NTQtMTVjNTQ0MWY5M2I0XkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_FMjpg_UX1000_.jpg,"An inside look into the fascinating life, career and survival of one of the most unknown entertainers in Hollywood, Frank Stallone.",2021,,50/100,0,0,1,0,0,0,1,0
240,Star Wars Biomes,https://m.media-amazon.com/images/M/MV5BMmI1ODIxOTItMDYzMy00NGM2LWFlN2YtODBiZWFkMWIzOWExXkEyXkFqcGdeQXVyODQ4MjU1MDk@._V1_.jpg,"Fly-through tours of the ""Star Wars"" movies' most iconic locations, including Hoth, Tatooine and Sorgan.",2021,,54/100,0,0,0,1,0,1,1,0
241,Stars Fell on Alabama,https://m.media-amazon.com/images/M/MV5BMjFhNDU3MTYtMTQ5Yi00MDIzLWFhY2UtNGFlN2MzZDExNGUxXkEyXkFqcGdeQXVyODI3ODY2MTQ@._V1_.jpg,An actress pretends to be a Hollywood agent's girlfriend to impress his friends at his 15-year high school reunion.,2021,13+,51/100,0,1,0,0,0,0,1,0
242,Steps,"https://m.media-amazon.com/images/M/MV5BMTQ5OGM2Y2QtYjY0MS00M2MyLTg5MzUtYWU2NWJmOGMyMzUwXkEyXkFqcGdeQXVyMjA1MDk4ODY@._V1_QL75_UY281_CR87,0,190,281_.jpg","The victim of a life-altering robbery and shooting survives, but years later, he must work as a home health aide for his shooter, who is now paralyzed from a shooting.",2021,,46/100,0,0,1,0,0,0,1,0
243,Stowaway,https://occ-0-2579-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdgQ1QOjJAgDsUhWqmZbA_L5PtmYt6XnYy17Q_P2bRRd9lN-5wfdB0Glh37vtUHtQ0yXv5dfA178NDJfVkgPvenwXqnjB90jjixR-AFZQKI29Bd3cm5U4r96r_KXtw.jpg?r=cba,A three-person crew on a mission to Mars faces an impossible choice when an unplanned passenger jeopardizes the lives of everyone on board.,2021,13+,67/100,1,0,0,0,0,1,1,1
244,Strain,https://occ-0-3607-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXmbIfpgPqB8wd0P3JiJtAOa_g7GK9uqtwUYwvoQUHdEeZdQxgfGbTtksjPt2ZsAzmTfG-F7Omq1RGvvrhBq4U1fKuKQ.jpg?r=b9a,"When his son is diagnosed with sickle cell disease, a man and his family struggle to face a new reality as they rediscover their shared love.",2021,13+,46/100,1,0,0,0,0,0,1,0
245,"Strip Down, Rise Up",https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABS_nOcpM5xWftt3wvBRJT7KPriOnSZiqICiMk72E2maIx2t0hffb53WFSc3AlrYIl2dfndkGD6JTrR_FR3POm8QZvLqCoFGn0Ow2vOCcjubDJiSqp4SR_R5v5DtYWQ.jpg?r=154,"In an effort to reclaim their bodies and lives, a group of women explore the intersections of movement and meaning in a powerful pole dancing program.",2021,16+,49/100,1,0,0,0,0,1,1,1
246,Stuck Apart,https://occ-0-2851-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf7YZkWZTjez8NEPJtIpw_6Y5AQIISshIF17dzt7adE4zaaChKCO6k5OfbL8o8otx7zakN7Kcc_XQ8NB-uZ_YRMnz0tkAVXzFQQ5drX9WOEANJWxUQzTgMbVA2RWkg.jpg?r=b2e,"Entrenched in a midlife crisis, Aziz seeks solace from his mundane job, lonesome friends and rowdy family while pretending to have his act together.",2021,16+,53/100,1,0,0,0,0,0,1,1
247,Stuntman,https://lumiere-a.akamaihd.net/v1/images/p_stuntman_disneyplus_v2_21567_ef6e5e1c.jpeg?region=0%2C0%2C540%2C810,"Millions have seen his work, but nobody has seen his face. From Director Kurt Mattila comes the visceral and inspirational film “Stuntman.” It follows professional Hollywood Stuntman Eddie Braun as he prepares and attempts the most dangerous stunt of his career. Contemplating retirement and having survived over three decades of hellacious car crashes, explosions, high falls, and death-defying leaps, Eddie Braun decides to finish out his career by recreating the infamous Snake River Canyon rocket jump, an audacious televised event that almost killed the man who inspired Eddie to become a professional stuntman: Evel Knievel. Eddie teams up with Scott Truax, the son of the NASA rocket scientist who built Evel’s original doomed rocket and together they hope to clear the canyon along with the Truax family name. With new music from rock icon Slash (featuring Myles Kennedy and the Conspirators) and a mesmerizing score by Jeremy Zuckerman (""Avatar: The Last Airbender""), “Stuntman” straddles the line between documentary and non-fiction action film, offering a rare look into the entertainment industry’s most dangerous and anonymous profession through the eyes of one of its renowned veterans as he risks his life for some of the biggest action stars in the world.",2021,13+,56/100,0,0,0,1,0,1,1,1
248,"Summer of Soul (...or, When the Revolution Could Not Be Televised)",https://m.media-amazon.com/images/M/MV5BNDE0MDRkODUtMTEwMC00ZWE2LWEyNzgtYzM5ZmVkZGMwMDg4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,"Over the course of six weeks during the summer of 1969, thousands of people attend the Harlem Cultural Festival to celebrate Black history, culture, music, and fashion.",2021,13+,72/100,0,1,0,0,0,1,1,1
249,Super Me,https://occ-0-3607-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTcvYFAz0sN0VY6T9ED-LJpPnaV1Z_RIGSm-lacQbbPRU40azAydm9mb8lVm_BAdB8SlERjBwzStY5Rz1fGercJ03HZA6lSK5ohOstdGLLUYeoAG3saUZ2YenxymOw.jpg?r=d32,A struggling screenwriter discovers his lucrative ability to bring antiques from his dreams into the real world — but his new life soon unravels.,2021,13+,52/100,1,0,0,0,0,0,1,1
250,Super Monsters: Once Upon a Rhyme,https://occ-0-2851-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABQ9UXPOZL2YAMt86pVMMNRCfNw05_I0IfM_-jsRdhsRhJZNgfkUY-wDPw6JHOugKKC_rTQkXDGGp7rexcKhHc6aZ8ca1oD8uKgxoLcmhmtlPDOXeLSuJ7zt2d8SbJQ.jpg?r=cef,"From Goldilocks to Hansel and Gretel, the Super Monsters reimagine classic fairy tales and favorite nursery rhymes with a musical, magical spin!",2021,,43/100,1,0,0,0,0,1,1,1
251,Sweet & Sour,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW9bfyHGeYCS8uFwCvO4scruKKfBKwZufMONKX6dYTNnWnB4x2S19SvAAva6EYZ2N7lrS4Fvu70vRqh6xkyY4tUwLiTGkFqiiUjJ-FdaJMuuXApTSB59R9e68XJiOA.jpg?r=070,"Faced with real-world opportunities and challenges, a couple endures the highs and lows of trying to make a long-distance relationship survive.",2021,13+,58/100,1,0,0,0,0,0,1,1
252,Tersanjung the Movie,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUOB66JYT90sF698XTgzuXYMDsQQKYdFB3JvAsDlVWpqpbjOuywPfZ6Vy0bVQZ4om4KOTMdVUHDsZmNdPwGK65KoOgNJa8TUvAvQTsYu28G2kJx70H5_5vqf18yFBQ.jpg?r=728,"After growing up in a tumultuous household, Yura finds herself in a love triangle with two close friends as she faces a personal and financial crisis.",2021,13+,45/100,1,0,0,0,0,0,1,1
253,The 8th Night,https://occ-0-768-769.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABbaxu45ruUeBhUw3upuG8W3GT_JmWshMaHAec3NuyPpuSCsrrJaY_aJSJ02cytW7zo7iWOhKoWCLF-2-1R8jwiTULsrAae3G7KcHs0BEDUSQaHhWpH7c_aC0WXW1Hw.jpg?r=6ed,"With prayer beads in one hand and an ax in the other, a monk hunts down a millennia-old spirit that's possessing humans and unleashing hell on Earth.",2021,16+,59/100,1,0,0,0,0,0,1,1
254,The Alpha Test,https://m.media-amazon.com/images/M/MV5BNTM1NWNiMzUtMDdjMy00NGVmLWI2MjUtNTM0NWJjZDljZjk1XkEyXkFqcGdeQXVyNTA0MDQ3NjY@._V1_.jpg,Members of a family welcome an artificial intelligence prototype into their home -- until it turns violent and deadly.,2021,,48/100,0,0,1,0,0,0,1,0
255,The Believer,https://m.media-amazon.com/images/M/MV5BMGVhYjA0YTQtYjcwMS00MTIxLTk1M2ItYTYwNTBiZTRmNzdhXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg,Strange events plague an out-of-work nuclear scientist when his wife becomes obsessed with demonology.,2021,,43/100,0,0,1,0,0,0,1,0
256,The Bid,https://m.media-amazon.com/images/M/MV5BZjM1Y2Q0ZGEtMDljOS00ODQ3LWIyMDgtMDJjNzdkZWNiNjI3XkEyXkFqcGdeQXVyMTE3NzMzODE5._V1_.jpg,"Framed by a police officer, two Philadelphia rappers start serving time for a crime they didn't commit. They soon encounter a variety of hardened but hilarious characters as they fight to prove their innocence and make it out of prison in one piece.",2021,18+,41/100,0,0,1,0,0,0,1,0
257,The Circle: The Afterparty,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfrlMq0tva0fuZcSRFUx7IrOqAo00HTzXhe0vTXJeyY_VDqM4LVvwj0yOGYkKEu8EvO1l8ayhWeRqf6BPzrNZlSqtqAUoGmBGNsBDH_7BXMHJeIvo19ZJYGLPfo8_g.jpg?r=155,"Stars of ""The Circle"" drop by to discuss Season 2's big winner, some juicy behind-the-scenes gossip and their enduring friendships with one another.",2021,13+,21/100,1,0,0,0,0,1,1,1
258,The Devil Below,https://occ-0-1684-299.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZuKhXflF5yXQ72P7KGVgv08bt3SXyxMmrKpTa24bF6ewE67JbRRljqq_YgeC9yMEaGx5kBeDu00hbgRlPGiEsKmpJXw.jpg?r=fb4,"When a team of researchers tries to find out what started a fire in a coal mine, they quickly discover that the disaster is anything but natural.",2021,15+,57/100,1,0,0,0,0,0,1,0
259,The Dig,https://occ-0-3419-3418.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWK818eT-07aV0USZzapfmWMW1vSfvMSBv0KABPcYXJ8038tfCpfDPUMTFCbUUtsxKICUst8wY7GCv4kxHXAIOshaC6ph4DQKBwP4-Nhz9F_3t4fWX25QJVcUjiY3A.jpg?r=356,"On the eve of World War II, a British widow hires a self-taught archaeologist to dig up mysterious formations on her land, leading to a staggering find.",2021,13+,75/100,1,0,0,0,0,1,1,1
260,The Girl on the Train,https://occ-0-4039-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTqRZ8U8j70PaKO5ESrR9xyD4j2U36zQqfHsfNeThEBZ9zwTY8pgrMcN0y3ECeA_cE90ldlXb9cozrndL_xbrqARwHceD-5EffWswWbes4eeKExC8JLUGMl74c-Nkw.jpg?r=dfd,A troubled divorcée fixates on a seemingly ideal couple from afar until a shocking observation sends her spiraling straight into a knotty murder case.,2021,16+,55/100,1,0,0,0,0,0,1,1
261,The Guide to the Perfect Family,https://occ-0-4039-1500.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABdwlRr412jenc-DEooX-Xsuoa_ln-T_ruEsq69K_-FlATEBz9QeYDZ68sefh866aqyHXKBwEDrlpw7yght5vblPQvUCY7-2EvrGZLr-rWTWv78a6qk4fAxDHcyitFg.jpg?r=287,"A couple in Québec deals with the pitfalls, pressure and high expectations of raising kids in a society obsessed with success and social media image.",2021,16+,59/100,1,0,0,0,0,0,1,1
262,The Healing Garden,https://m.media-amazon.com/images/M/MV5BYzMxM2JhNjEtNTg0Ni00YzFiLTg3ZmItYzZiMzI5MjA1OTI1XkEyXkFqcGdeQXVyNTc2MzQ0NzU@._V1_.jpg,A former military chaplain and a girl from a broken home work together to plant a garden that's been touched by God.,2021,all,38/100,0,0,1,0,0,0,1,0
263,The Heartbreak Club,https://occ-0-360-300.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTkbnWnOz4ExBc8SFGIkrfnIC4-tW3KcmPJZp_fr57J4ULe_2YedSzfe3ClmLo9AVRhreEOYcBtyGE9SyMCZ5CdmEaag9d_mJbz5LiIdC7AdbqHoGacdP1y-fMrBww.jpg?r=e58,"Coping with heartbreak, the shy owner of a floundering cafe finds solace in the Javanese love songs of Didi Kempot.",2021,12+,44/100,1,0,0,0,0,0,1,0
264,The Heiress,https://m.media-amazon.com/images/M/MV5BOWJhNzU2MjYtZWYxNy00YjQ1LWEwMDYtMTlkMjliNmQxNDA0XkEyXkFqcGdeQXVyMTg4NzkwMA@@._V1_FMjpg_UX1000_.jpg,Clare and Anna are devoted sisters who live together. Clare suffers from fits and Anna cares for Clare between time at work and seeing her boyfriend.,2021,18+,46/100,0,0,1,0,0,0,1,0
265,The House of Flowers: The Movie,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABXlQZhlMeYJZA1sOHbWjl0e6FT-hhRfYiIiHpF3uHFoJUl8kqxw66hAFM8PQC3TWR3W2gRgiiEpSQx5SIU7RPYObn7LeFhpybD10I9vHHs6NgTsvfxDwjjKQ-G1DMg.jpg?r=fd0,The De La Mora siblings concoct a mischievous plan to break into their old family home to retrieve a hidden treasure of significant importance.,2021,16+,58/100,1,0,0,0,0,0,1,1
266,The Ice Road,https://occ-0-283-1007.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABVpd0E1RIx3JugZbLNM1yHQ6lKALpixUKrMPaGPotfNm1ZIrWpLWbK6FFb52dAsb6-MNROLMMZ6-jXNne5xbjgi_Xbnw9NGxttHbUdcpKBIeW7tYNoCvGtcgn8Zp2Q.jpg?r=d29,"To save a team of miners trapped underground, a down-on-his-luck ice road trucker joins a mission across treacherous terrain to deliver rescue equipment.",2021,13+,72/100,1,0,0,0,0,1,1,0
267,The Last Kids on Earth: Happy Apocalypse to You,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABW0GXN5ruu-TnhX3amCxVjuWFeiLVVhpmysKnT34IfbcA3pp1nVNzR7vLGBEU5gydYqniWKKSAcBAdKwB4RodCjbY0TB9dxVjwNH-E6zYWWBFke5F7hfx-W3kfn_xa5piJwC-0ZwfYkWgm2Ozp4cLWgiG3CYlQKQsmA4E7LUe_qahxBBYSn7Kh-AE2qKwPaU5zP9zzgoX262-JiWRyt1y5Qweg.jpg?r=e08,"Help Jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""Last Kids on Earth"" adventure!",2021,7+,45/100,1,0,0,0,0,1,1,1
268,The Last Letter From Your Lover,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTcJXb0MiqCBeyT4KVEfc4mQm4I0RIz8ceuSapsZyCxXaK9F9nkSqEEXMS4ZfnTe6Fsu7oTWOAuubLzcmIdag9Tqk1wm_WAoOtgguIQG8X-OXV75AbijE8URUFEUMA.jpg?r=cae,"After finding a trove of love letters from 1965, a reporter sets out to solve the mystery of a secret affair — while embarking on a romance of her own.",2021,13+,66/100,1,0,0,0,0,1,1,1
269,The Last Mercenary,https://occ-0-3428-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABc19E4wYol9HgTJLl8zpYFM_jjHZy7jH9t2jgGsdOp2kXHKcr_kcBM1wENoTqr6FjdGgDbbu7DS9cgnLr9T5CdXzTi1HD7XpshisHUy3PtGKIpqLwDiYgY7g8mS88w.jpg?r=579,A legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. Learning how to be a dad may be his toughest mission yet.,2021,13+,23/100,1,0,0,0,0,1,1,1
270,The Last of the Chupacabras,https://image.tmdb.org/t/p/w500/td6NkIilMiRz3WLAD3XX6aTsMfd.jpg,"In a world where culture has nearly ceased to exist, one lone Mexican-American struggling to carry on her traditions unknowingly summons a dark and ancient creature to protect her.",2021,,48/100,0,0,0,1,0,1,1,1
271,The Last Paradiso,https://occ-0-2851-41.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABf4kQzm3XUdv-doB9dXtXi5SzlJicXk9RbFFyL_1ZKy6GR3Ik2U_gzJjikdYbNZ3CIIFsZcpYfh0E7hGyflggit3rIXlIiDnRiGnYOlf5iPcVQRftQ2oye1G1I8aMA.jpg?r=c76,"In 1950s Italy, a passionate free spirit dreams of love, justice and a better life till a forbidden affair threatens everything. Based on real events.",2021,16+,48/100,1,0,0,0,0,0,1,1
272,The Lift,https://m.media-amazon.com/images/M/MV5BM2M3NjJkYWMtMGY4ZS00Njc3LTg0OGYtMDhkMmE5ZGM5OTVkXkEyXkFqcGdeQXVyODEyNjEwMDk@._V1_FMjpg_UX1000_.jpg,"A routine working day turns unusual for Guru and Harini when they get trapped in their haunted office. A patterned game unlocks a mystery, and a lift is their only way out.",2021,,48/100,0,0,1,0,0,0,1,0
273,The Little Prince(ss),https://pics.filmaffinity.com/launchpad_the_little_prince_ss-254730098-large.jpg,"When Gabriel, a 7-year-old Chinese kid who loves ballet, becomes friends with Rob, another Chinese kid from school, Rob's father gets suspicious about Gabriel's feminine behavior and decides to intervene.",2021,,56/100,0,0,0,1,0,1,1,1
274,The Map of Tiny Perfect Things,https://upload.wikimedia.org/wikipedia/en/0/00/The_Map_of_Tiny_Perfect_Things_poster.png,"The Map of Tiny Perfect Things is a 2021 American science fiction romantic comedy film directed by Ian Samuels, from a screenplay by Lev Grossman, based on his 2016 short story of the same name. It stars Kathryn Newton and Kyle Allen as two teenagers stuck in a time loop.",2021,13+,69/100,0,0,1,0,0,1,1,1
275,The Minimalists: Less Is Now,https://occ-0-56-55.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABTeR1eDoyjrdPuXhl72Ea_QCLlucyH1SEEpHLaOVnDoNwT_Br4hNhNUfd4g_aRNXDKkU1Ctlr_M1iAxc5i6DqaCRpJ2YIMFZKFmdfKvqks99WGmcipPAm1--VHe-tA.jpg?r=a84,They've built a movement out of minimalism. Longtime friends Joshua Fields Millburn and Ryan Nicodemus share how our lives can be better with less.,2021,13+,56/100,1,0,0,0,0,1,1,1
276,The Misadventures of Hedi and Cokeman,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABSrxvdmaCk8wL2NQ1wCngwIp3V80gZdkSCXfTNLYWo8ivTgIn9BAisAiybjXTjz3qNrNpzJpMrNG5LTPMLf378yIrBN8FjKKK8ZLn-xsr9pKMw5rEYez1vtMimv0OA.jpg?r=674,"In Paris, two dysfunctional dealers use family ties to try to boost their small drug business in this crass comedy based on the webseries.",2021,16+,43/100,1,0,0,0,0,0,1,1
277,The Mitchells vs. The Machines,https://occ-0-4039-38.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABfbcGeXe4F2qKziEhNAvQXn6d6XXyFnVcu8c-N-bl6ohE_aLdFRemBX9ElGBPnC9JbZiVOSC2eX00G-qrXExb3WYHxItp0LoQcbWesBHT-egbsxx1hAMVKYoKqF5QA.jpg?r=fda,A robot apocalypse put the brakes on their cross-country road trip. Now it’s up to the Mitchells — the world’s weirdest family — to save the human race.,2021,7+,73/100,1,0,0,0,0,1,1,1
278,The Outside Story,https://m.media-amazon.com/images/M/MV5BNDI1MmIyODYtN2MxZC00YWIzLTk5MzEtOThlZmQ1MWE5OWI4XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_.jpg,An introverted video editor locks himself out of his building and is forced to confront the world he has been avoiding in search of a way back inside.,2021,,61/100,0,1,0,0,0,0,1,0
279,The Pond,https://m.media-amazon.com/images/M/MV5BNGNhMmY2MjktZGZhNi00MWI3LTk3OWQtMDU4YzkyZDEyMDA5XkEyXkFqcGdeQXVyMTE0MzQwMjgz._V1_.jpg,"An anthropology professor who thinks he's on the brink of an apocalyptic discovery becomes submerged in madness and loses his university post, but his hallucinations reveal that someone or something is still interested in his work.",2021,,50/100,0,0,1,0,0,0,1,0
280,The Resort,https://m.media-amazon.com/images/M/MV5BZWUzNDRmZDQtMmQ3Yi00YmJiLWFmMGEtNGZjMmFiZjIxYWM1XkEyXkFqcGdeQXVyMTEyNDk3MjY3._V1_.jpg,"Four friends head to Hawaii to investigate reports of a haunting at an abandoned resort in hopes of finding the infamous Half-Faced Girl; when they arrive, they soon learn you should be careful what you wish for.",2021,,52/100,0,1,0,0,0,0,1,0
281,The Seventh Day,https://occ-0-360-358.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABUIQR22KBJR13kmz3_d5_h3XvOpOXpTWXopbZvIVUsgmo9bRx7n_ozX0zIWl1_zqwtW5bTdIdoOLu9uZ0sf2jS-MhAdG.jpg?r=6c1,An inexperienced priest teams up with a hardened exorcist to stop the demonic possession of a young boy. But darkness lies where they least expect it.,2021,18+,61/100,1,0,0,0,0,0,1,0
282,"The Simpsons: The Good, the Bart, and the Loki","https://m.media-amazon.com/images/M/MV5BOTI1NTM0NmYtNzZmMy00ZWJkLTliNDUtZmExMjRlY2ViNmM3XkEyXkFqcGdeQXVyMjMxOTcxOTI@._V1_UY1200_CR165,0,630,1200_AL_.jpg",Loki is banished from Asgard and teams up with Bart Simpson to face his toughest opponents yet: the rest of the Simpsons and Springfield's mightiest heroes.,2021,7+,64/100,0,0,0,1,0,1,1,1
283,The Soul,https://occ-0-3607-1432.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABWkUJdoH6c30vlQTF-bzooKsZRcFwt9HBiE3OoKW9DxGtAE-S7gHhM4l1AkigzyaFRXIqdY4eeqHxBm25LKQiX1nq76swqtIj0P93O61YjcwPxNQUzvRUeNMgSAupA.jpg?r=99f,"While investigating the death of a businessman, a prosecutor and his wife uncover occult secrets as they face their own life-and-death dilemma.",2021,16+,59/100,1,0,0,0,0,0,1,1
284,The Tambour of Retribution,https://occ-0-4039-2774.1.nflxso.net/dnm/api/v6/evlCitJPPCVCry0BZlEFb5-QjKc/AAAABZsJToP4xjJP8vzCBxT_smyoSOWgWqy_51gtCO0nKD0Fk-gAf9SzECoEjgUmAk9E7NRKq8sFz78M9-Toaghs1C-vs-LU.jpg?r=ba3,"In an impoverished neighborhood, the son of a swordsman falls in love with the daughter of a wedding singer — a taboo match in a traditional society.",2021,13+,50/100,1,0,0,0,0,0,1,0
285,The Tomorrow War,https://m.media-amazon.com/images/M/MV5BNTI2YTI0MWEtNGQ4OS00ODIzLWE1MWEtZGJiN2E3ZmM1OWI1XkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_FMjpg_UX1000_.jpg,"The world is stunned when a group of time travellers arrive from the year 2051 to deliver an urgent message: thirty years in the future, mankind is losing a global war against a deadly alien species.",2021,13+,81/100,0,0,1,0,0,1,1,1
